# Agent Annotate v42.11 — all 800 currently-annotated NCTs (629 train + 86 val + 85 test)
# Generated 2026-06-03 by merging scripts/dataset_v42_11/{train_dev_corpus_5c8d0aa0431a, val_8d9398b0af66, test_b9301e02fef5}.csv
# Source jobs: 5c8d0aa0431a (train), 8d9398b0af66 (val), b9301e02fef5 (test). Pipeline v42.11.
# The Cohort column identifies the formal train/val/test split (established 2026-05-11).
Cohort,Source Job ID,NCT ID,Study Title,Study Status,Phase,Conditions,Interventions,Classification,Classification Evidence,Classification Sources,Classification Evidence Text,Delivery Mode,Delivery Mode Evidence,Delivery Mode Sources,Delivery Mode Evidence Text,Outcome,Outcome Evidence,Outcome Sources,Outcome Evidence Text,Reason for Failure,Reason for Failure Evidence,Reason for Failure Sources,Reason for Failure Evidence Text,Peptide,Peptide Evidence,Peptide Sources,Peptide Evidence Text,Sequence,Sequence Evidence,Sequence Sources,Sequence Evidence Text
train,5c8d0aa0431a,NCT04883346,"Phase II Trial of Liraglutide (Saxenda(R), Novo Nordisk) in Adolescents With Obesity After Sleeve Gastrectomy: A Pilot Open-Label Study",COMPLETED,PHASE2,"Obesity, Status Post Sleeve Gastrectomy",DRUG: Liraglutide,Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT04883346,clinicaltrials_gov:NCT04883346,"Study Description:

This trial is an open-label Phase II non-randomized pilot study conducted at the NIH Clinical Center to investigate the efficacy of daily subcutaneous injection of liraglutide, ...",Positive,https://clinicaltrials.gov/study/NCT04883346; https://api.fda.gov; https://openalex.org/W4308136023; PMID:34852347; https://doi.org/10.51731/cjht.2021.155; https://doi.org/10.31525/cmr-12cc6fb; PMC:12635888; PMC:11486571; https://doi.org/10.1001/jama.2016.2083; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4084119/,clinicaltrials_gov:NCT04883346; openfda:Liraglutide; openalex:https://doi.org/10.1210/jendso/bvac150.002; PMID:34852347; crossref:DOI:10.51731/cjht.2021.155; crossref:DOI:10.31525/cmr-12cc6fb; PMC:12635888; PMC:11486571; crossref:DOI:10.1001/jama.2016.2083; chembl:CHEMBL4084119,"Background:

Metabolic Bariatric Surgery, including a surgery called vertical sleeve gastrectomy, is the most effective weight loss treatment for severe obesity. However, many adolescents who have ...",,,,,True,,,,,,,
train,5c8d0aa0431a,NCT04897984,The Kinetics of LEAP2 in Man,COMPLETED,EARLY_PHASE1,Obesity,BIOLOGICAL: Liver-enriched antimicrobial peptide 2,Other,https://clinicaltrials.gov/study/NCT04897984; PMC:9043997; https://doi.org/10.1021/acs.jmedchem.8b01644.s001; https://reporter.nih.gov/search/results/?text_terms=Liver-enriched+antimicrobial+peptide+2,clinicaltrials_gov:NCT04897984; PMC:9043997; crossref:DOI:10.1021/acs.jmedchem.8b01644.s001; nih_reporter:NIH:5R01AA028504-05; nih_reporter:NIH:5P20GM130456-07; nih_reporter:NIH:5R01DK132885-04,"In a recent study, the molecular phenotype of enteroendocrine cells in the small intestine before and after Roux-en-Y Gastric Bypass (RYGB) surgery in obese individuals was examined. Enteroendocrin...",Injection/Infusion,https://clinicaltrials.gov/study/NCT04897984,clinicaltrials_gov:NCT04897984,"BIOLOGICAL: Liver-enriched antimicrobial peptide 2 - IV infusion of LEAP2, 2 hours",Positive,https://clinicaltrials.gov/study/NCT04897984; PMID:35492241; https://doi.org/10.1021/acs.jmedchem.8b01644.s001; https://reporter.nih.gov/search/results/?text_terms=Liver-enriched+antimicrobial+peptide+2,clinicaltrials_gov:NCT04897984; PMID:35492241; crossref:DOI:10.1021/acs.jmedchem.8b01644.s001; nih_reporter:NIH:5R01AA028504-05; nih_reporter:NIH:5P20GM130456-07; nih_reporter:NIH:5R01DK132885-04,"In a recent study, the molecular phenotype of enteroendocrine cells in the small intestine before and after Roux-en-Y Gastric Bypass (RYGB) surgery in obese individuals was examined. Enteroendocrin...",,,,,True,,,,,,,
train,5c8d0aa0431a,NCT04902872,A Phase 1/2 Study of CBX-12 in Subjects With Advanced or Metastatic Refractory Solid Tumors,COMPLETED,"PHASE1, PHASE2","Solid Tumor, Adult, Epithelial Ovarian Cancer, Small Cell Lung Carcinoma, Breast Cancer, Colorectal Cancer, Pancreas Cancer, Appendix Cancer, Non-small Cell Lung Cancer, Gastric Cancer, Esophagus Cancer, Urothelial Carcinoma, Sarcoma",DRUG: CBX-12,Other,https://clinicaltrials.gov/study/NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; PMC:12815524; PMC:12703343; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594533/; https://reporter.nih.gov/search/results/?text_terms=CBX-12,clinicaltrials_gov:NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; PMC:12815524; PMC:12703343; chembl:CHEMBL4594533; nih_reporter:NIH:5R01CA290858-02,Phase 1 is the dose-escalation portion of the study in which the safety and tolerability of three dosing schedules of CBX-12 will be evaluated. Subjects in Part A will be treated with CBX-12 on a d...,Injection/Infusion,https://clinicaltrials.gov/study/NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594533/; https://reporter.nih.gov/search/results/?text_terms=CBX-12,clinicaltrials_gov:NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; chembl:CHEMBL4594533; nih_reporter:NIH:5R01CA290858-02; nih_reporter:NIH:5R35GM131743-08,Phase 1 is the dose-escalation portion of the study in which the safety and tolerability of three dosing schedules of CBX-12 will be evaluated. Subjects in Part A will be treated with CBX-12 on a d...,Positive,https://clinicaltrials.gov/study/NCT04902872; https://openalex.org/W4293101927; PMID:38545547; https://openalex.org/W4401307928; https://openalex.org/W4307911825; https://openalex.org/W4402560054; https://doi.org/10.1200/jco.2023.41.16_suppl.3087; PMC:8210154; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594533/; https://reporter.nih.gov/search/results/?text_terms=CBX-12,clinicaltrials_gov:NCT04902872; openalex:https://doi.org/10.3389/fruro.2022.868919; PMID:38545547; openalex:https://doi.org/10.3390/targets2030011; openalex:https://doi.org/10.1016/s0959-8049(22)00821-8; openalex:https://doi.org/10.1016/j.annonc.2024.08.736; crossref:DOI:10.1200/jco.2023.41.16_suppl.3087; PMC:8210154; chembl:CHEMBL4594533; nih_reporter:NIH:5R01CA290858-02,Phase 1 is the dose-escalation portion of the study in which the safety and tolerability of three dosing schedules of CBX-12 will be evaluated. Subjects in Part A will be treated with CBX-12 on a d...,,,,,True,https://clinicaltrials.gov/study/NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594533/; https://reporter.nih.gov/search/results/?text_terms=CBX-12,clinicaltrials_gov:NCT04902872; PMC:8210154; PMC:9691284; PMC:12013038; PMC:10965573; PMC:13135589; chembl:CHEMBL4594533; nih_reporter:NIH:5R01CA290858-02; nih_reporter:NIH:5R35GM131743-08,Phase 1 is the dose-escalation portion of the study in which the safety and tolerability of three dosing schedules of CBX-12 will be evaluated. Subjects in Part A will be treated with CBX-12 on a d...,,,,
train,5c8d0aa0431a,NCT04910399,"Evaluation of the Effect of Peptides and n-3 Polyunsaturated Fatty Acids (n-3 PUFAs) From a Blue Fish Hydrolysate on Memory in Healthy Elderly People : a Randomised, Placebo-controlled, Double-blind Study.",COMPLETED,NA,"Memory Impairment, Age-related Cognitive Decline","DIETARY_SUPPLEMENT: Blue fish hydrolysate, DIETARY_SUPPLEMENT: Placebo",Other,https://clinicaltrials.gov/study/NCT04910399; PMID:42162916; https://doi.org/10.1016/b978-0-12-824296-4.00004-9; https://doi.org/10.2139/ssrn.4325902; https://doi.org/10.1016/b978-0-443-21654-1.00010-0; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT04910399; PMID:42162916; crossref:DOI:10.1016/b978-0-12-824296-4.00004-9; crossref:DOI:10.2139/ssrn.4325902; crossref:DOI:10.1016/b978-0-443-21654-1.00010-0; rxnorm:1164457,The main objective of this study is to evaluate the efficacy of a dietary supplementation with a hydrolysate derived from marine by-products compared to a placebo on the evolution of episodic memor...,Oral,,,,Positive,https://clinicaltrials.gov/study/NCT04910399; PMID:42162916; https://doi.org/10.1016/b978-0-12-824296-4.00004-9; https://doi.org/10.2139/ssrn.4325902; https://doi.org/10.1016/b978-0-443-21654-1.00010-0; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT04910399; PMID:42162916; crossref:DOI:10.1016/b978-0-12-824296-4.00004-9; crossref:DOI:10.2139/ssrn.4325902; crossref:DOI:10.1016/b978-0-443-21654-1.00010-0; rxnorm:1164457,The main objective of this study is to evaluate the efficacy of a dietary supplementation with a hydrolysate derived from marine by-products compared to a placebo on the evolution of episodic memor...,,,,,True,https://clinicaltrials.gov/study/NCT04910399; PMID:42162916; https://doi.org/10.1016/b978-0-12-824296-4.00004-9; https://doi.org/10.2139/ssrn.4325902; https://doi.org/10.1016/b978-0-443-21654-1.00010-0; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT04910399; PMID:42162916; crossref:DOI:10.1016/b978-0-12-824296-4.00004-9; crossref:DOI:10.2139/ssrn.4325902; crossref:DOI:10.1016/b978-0-443-21654-1.00010-0; rxnorm:1164457,The main objective of this study is to evaluate the efficacy of a dietary supplementation with a hydrolysate derived from marine by-products compared to a placebo on the evolution of episodic memor...,,,,
train,5c8d0aa0431a,NCT04917458,"Effects of Cholecalciferol on Depressive Symptoms in Type 2 Diabetes Mellitus Patients: Study of Neurotrophin-3, Serotonin, and C-Peptide",UNKNOWN,PHASE2,"Diabetes Mellitus, Type 2, Depressive Symptoms","DRUG: Cholecalciferol 4000 IU Oral Capsule, Liquid Filled, DRUG: Placebo",Other,https://clinicaltrials.gov/study/NCT04917458; PMC:11731796; https://doi.org/10.20473/amnt.v7i3.2023.336-342; https://doi.org/10.1371/journal.pone.0050510; https://doi.org/10.1530/endoabs.38.p187; https://rxnav.nlm.nih.gov/REST/rxcui/1164457; https://doi.org/10.1101/2024.01.04.24300860,clinicaltrials_gov:NCT04917458; PMC:11731796; crossref:DOI:10.20473/amnt.v7i3.2023.336-342; crossref:DOI:10.1371/journal.pone.0050510; crossref:DOI:10.1530/endoabs.38.p187; rxnorm:1164457; biorxiv_medrxiv:DOI:10.1101/2024.01.04.24300860,"One in eleven adults falls ill with Diabetes Mellitus (DM) and 90% of them suffered from type 2 DM. Depression in type 2 DM patients had a big impact, acting as a major barrier to self-care in type...",Oral,,,,Recruiting,https://clinicaltrials.gov/study/NCT04917458; PMID:39816051; https://doi.org/10.20473/amnt.v7i3.2023.336-342; https://doi.org/10.1371/journal.pone.0050510; https://doi.org/10.1530/endoabs.38.p187; https://rxnav.nlm.nih.gov/REST/rxcui/1164457; https://doi.org/10.1101/2024.01.04.24300860,clinicaltrials_gov:NCT04917458; PMID:39816051; crossref:DOI:10.20473/amnt.v7i3.2023.336-342; crossref:DOI:10.1371/journal.pone.0050510; crossref:DOI:10.1530/endoabs.38.p187; rxnorm:1164457; biorxiv_medrxiv:DOI:10.1101/2024.01.04.24300860,"One in eleven adults falls ill with Diabetes Mellitus (DM) and 90% of them suffered from type 2 DM. Depression in type 2 DM patients had a big impact, acting as a major barrier to self-care in type...",,https://clinicaltrials.gov/study/NCT04917458; PMID:39816051; https://doi.org/10.20473/amnt.v7i3.2023.336-342; https://doi.org/10.1371/journal.pone.0050510; https://doi.org/10.1530/endoabs.38.p187; https://rxnav.nlm.nih.gov/REST/rxcui/1164457; https://doi.org/10.1101/2024.01.04.24300860,clinicaltrials_gov:NCT04917458; PMID:39816051; crossref:DOI:10.20473/amnt.v7i3.2023.336-342; crossref:DOI:10.1371/journal.pone.0050510; crossref:DOI:10.1530/endoabs.38.p187; rxnorm:1164457; biorxiv_medrxiv:DOI:10.1101/2024.01.04.24300860,"One in eleven adults falls ill with Diabetes Mellitus (DM) and 90% of them suffered from type 2 DM. Depression in type 2 DM patients had a big impact, acting as a major barrier to self-care in type...",False,https://clinicaltrials.gov/study/NCT04917458; PMC:11731796; https://doi.org/10.20473/amnt.v7i3.2023.336-342; https://doi.org/10.1371/journal.pone.0050510; https://doi.org/10.1530/endoabs.38.p187; https://rxnav.nlm.nih.gov/REST/rxcui/1164457; https://doi.org/10.1101/2024.01.04.24300860,clinicaltrials_gov:NCT04917458; PMC:11731796; crossref:DOI:10.20473/amnt.v7i3.2023.336-342; crossref:DOI:10.1371/journal.pone.0050510; crossref:DOI:10.1530/endoabs.38.p187; rxnorm:1164457; biorxiv_medrxiv:DOI:10.1101/2024.01.04.24300860,"One in eleven adults falls ill with Diabetes Mellitus (DM) and 90% of them suffered from type 2 DM. Depression in type 2 DM patients had a big impact, acting as a major barrier to self-care in type...",,,,
train,5c8d0aa0431a,NCT04917484,Dosimetry Based PRRT Versus Standard Dose PRRT With Lu-177-DOTATOC in NEN Patients- a Randomized Study; a Step Towards Tailored PRRT,RECRUITING,PHASE2,Neuroendocrine Neoplasm,DRUG: Lu-177-DOTA-Octreotide,Other,,,,Injection/Infusion,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=NDA208700,fda_drugs:FDA:NDA208700,"Drug: LUTATHERA
Sponsor: AAA USA INC
Application: NDA208700
FDA approved: YES
Approval dates: 2022-06-06, 2020-05-29, 2020-05-28
Generic name(s): LUTETIUM LU 177 DOTATATE
Active substance: LUTETIUM...",Recruiting,,,,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT04918758,Endoscopically-delivered Purastat for the Treatment of Haemorrhagic Radiation Proctopathy: a Randomised Feasibility Study,COMPLETED,NA,Radiation Proctopathy,"DEVICE: Purastat Arm, DRUG: Standard Care Arm",Other,https://clinicaltrials.gov/study/NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; PMID:37102185; https://doi.org/10.1136/gutjnl-2025-bsg.282; https://reporter.nih.gov/search/results/?text_terms=Standard+Care+Arm,clinicaltrials_gov:NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; PMID:37102185; crossref:DOI:10.1136/gutjnl-2025-bsg.282; nih_reporter:NIH:3U01AI155315-05S1; nih_reporter:NIH:5U01AI155315-05,"30,000 people in the UK are treated with pelvic radiotherapy each year. Rectal bleeding is a common symptom side effect caused by radiation proctopathy (RP). RP is due to the effect of radiation on...",Injection/Infusion,https://clinicaltrials.gov/study/NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; https://reporter.nih.gov/search/results/?text_terms=Standard+Care+Arm,clinicaltrials_gov:NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; nih_reporter:NIH:3U01AI155315-05S1; nih_reporter:NIH:5U01AI155315-05,"30,000 people in the UK are treated with pelvic radiotherapy each year. Rectal bleeding is a common symptom side effect caused by radiation proctopathy (RP). RP is due to the effect of radiation on...",Positive,https://clinicaltrials.gov/study/NCT04918758; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; PMID:37102185; PMID:34925747; https://doi.org/10.1136/gutjnl-2025-bsg.282; https://reporter.nih.gov/search/results/?text_terms=Standard+Care+Arm,clinicaltrials_gov:NCT04918758; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; PMID:37102185; PMID:34925747; crossref:DOI:10.1136/gutjnl-2025-bsg.282; nih_reporter:NIH:3U01AI155315-05S1; nih_reporter:NIH:5U01AI155315-05,"30,000 people in the UK are treated with pelvic radiotherapy each year. Rectal bleeding is a common symptom side effect caused by radiation proctopathy (RP). RP is due to the effect of radiation on...",,,,,True,https://clinicaltrials.gov/study/NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; https://reporter.nih.gov/search/results/?text_terms=Standard+Care+Arm,clinicaltrials_gov:NCT04918758; PMID:34925747; PMID:40068855; PMID:34531474; PMID:39474488; PMID:34129089; nih_reporter:NIH:3U01AI155315-05S1; nih_reporter:NIH:5U01AI155315-05,"30,000 people in the UK are treated with pelvic radiotherapy each year. Rectal bleeding is a common symptom side effect caused by radiation proctopathy (RP). RP is due to the effect of radiation on...",,,,
train,5c8d0aa0431a,NCT04919226,"A Prospective, Randomised, Controlled, Open-label, Multicentre Study to Evaluate Efficacy, Safety and Patient-Reported Outcomes of Peptide Receptor Radionuclide Therapy (PRRT) With 177Lu-Edotreotide Compared to Best Standard of Care in Patients With Well-differentiated Aggressive Grade 2 and Grade 3, Somatostatin Receptor-Positive (SSTR+), Neuroendocrine Tumours of GastroEnteric or Pancreatic Origin",ACTIVE_NOT_RECRUITING,PHASE3,Neuroendocrine Tumors,"DRUG: 177Lu-Edotreotide (Peptide Receptor Radionuclide Therapy) PRRT, DRUG: CAPTEM (Capecitabine and Temozolomide), OTHER: Amino-Acid Solution, DRUG: Everolimus, DRUG: FOLFOX (Folinic acid + Fluorouracil + Oxaliplatin)",Other,https://clinicaltrials.gov/study/NCT04919226; PMID:37877341; PMID:37111596; PMID:37568540; PMID:35725926; PMID:36924989; https://doi.org/10.1158/1538-7445.am2021-ct254; https://doi.org/10.31525/ct1-nct03966651; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=ANDA218863; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=ANDA216140,clinicaltrials_gov:NCT04919226; PMID:37877341; PMID:37111596; PMID:37568540; PMID:35725926; PMID:36924989; crossref:DOI:10.1158/1538-7445.am2021-ct254; crossref:DOI:10.31525/ct1-nct03966651; fda_drugs:FDA:ANDA218863; fda_drugs:FDA:ANDA216140,"Title: A Prospective, Randomised, Controlled, Open-label, Multicentre Study to Evaluate Efficacy, Safety and Patient-Reported Outcomes of Peptide Receptor Radionuclide Therapy (PRRT) With 177Lu-Edo...",Other,,,,Active,,,,,https://clinicaltrials.gov/study/NCT04919226; PMID:37877341; PMID:37111596; PMID:37568540; PMID:35725926; PMID:36924989; https://doi.org/10.1158/1538-7445.am2021-ct254; https://doi.org/10.31525/ct1-nct03966651; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=ANDA218863; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=ANDA216140,clinicaltrials_gov:NCT04919226; PMID:37877341; PMID:37111596; PMID:37568540; PMID:35725926; PMID:36924989; crossref:DOI:10.1158/1538-7445.am2021-ct254; crossref:DOI:10.31525/ct1-nct03966651; fda_drugs:FDA:ANDA218863; fda_drugs:FDA:ANDA216140,"Title: A Prospective, Randomised, Controlled, Open-label, Multicentre Study to Evaluate Efficacy, Safety and Patient-Reported Outcomes of Peptide Receptor Radionuclide Therapy (PRRT) With 177Lu-Edo...",True,,,,,,,
train,5c8d0aa0431a,NCT04920331,STATUS STUDY: Pilot Open-Label Trial of Intravenous Erenumab in Patients With Status Migrainosus,WITHDRAWN,PHASE1,Status Migrainosus,BIOLOGICAL: Erenumab,Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT04920331,clinicaltrials_gov:NCT04920331,Title: STATUS STUDY: Pilot Open-Label Trial of Intravenous Erenumab in Patients With Status Migrainosus,Withdrawn,,,,Recruitment issues,https://clinicaltrials.gov/study/NCT04920331; https://api.fda.gov; PMID:39469839; PMID:37303034; PMID:41567695; PMID:31020659; PMID:40343132; PMID:33421995; PMID:33779998; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3833329/,clinicaltrials_gov:NCT04920331; openfda:Erenumab; PMID:39469839; PMID:37303034; PMID:41567695; PMID:31020659; PMID:40343132; PMID:33421995; PMID:33779998; chembl:CHEMBL3833329,"This will be a single-center, open-label, pilot study. The investigators will enroll 15 subjects. Subjects will be recruited from the outpatient Mayo Headache Clinic. The Headache Clinic employs 5 ...",False,,,,,,,
train,5c8d0aa0431a,NCT04935801,"naNO-DENGUE: A Phase I Double-blind, Randomized, Vehicle-controlled, Dose-finding, Safety Study of a Synthetic Nanoparticle-based, T-Cell Priming Peptide Vaccine Against Dengue Virus in Healthy Adults in Switzerland",COMPLETED,PHASE1,Dengue,"BIOLOGICAL: LD vehicle-GNP, BIOLOGICAL: LD PepGNP-Dengue, BIOLOGICAL: HD vehicle-GNP, BIOLOGICAL: HD PepGNP-Dengue",Other,https://clinicaltrials.gov/study/NCT04935801; PMID:38128414; https://openalex.org/W4403616812; PMID:37250153; https://openalex.org/W4384819234; PMID:36045273; https://doi.org/10.1016/b978-0-323-39981-4.00008-7; https://doi.org/10.14711/thesis-991013223049203412; https://reporter.nih.gov/search/results/?text_terms=HD+vehicle-GNP; https://reporter.nih.gov/search/results/?text_terms=LD+vehicle-GNP,clinicaltrials_gov:NCT04935801; PMID:38128414; openalex:https://doi.org/10.3389/fnano.2024.1479993; PMID:37250153; openalex:https://doi.org/10.1038/s41392-023-01557-7; PMID:36045273; crossref:DOI:10.1016/b978-0-323-39981-4.00008-7; crossref:DOI:10.14711/thesis-991013223049203412; nih_reporter:NIH:5R01HD084430-07; nih_reporter:NIH:5R01AR078343-05,"A critical limitation for Dengue vaccines is their association with antibody-dependent enhancement, where poorly formed immune responses predispose the individual to severe disease during a second ...",Injection/Infusion,https://clinicaltrials.gov/study/NCT04935801,clinicaltrials_gov:NCT04935801,BIOLOGICAL: LD vehicle-GNP - Two intradermal injections in the upper arm spaced 21 days apart,Positive,https://clinicaltrials.gov/study/NCT04935801; PMID:38128414; https://openalex.org/W4403616812; PMID:37250153; https://openalex.org/W4384819234; PMID:36045273; https://doi.org/10.1016/b978-0-323-39981-4.00008-7; https://doi.org/10.14711/thesis-991013223049203412; https://reporter.nih.gov/search/results/?text_terms=HD+vehicle-GNP; https://reporter.nih.gov/search/results/?text_terms=LD+vehicle-GNP,clinicaltrials_gov:NCT04935801; PMID:38128414; openalex:https://doi.org/10.3389/fnano.2024.1479993; PMID:37250153; openalex:https://doi.org/10.1038/s41392-023-01557-7; PMID:36045273; crossref:DOI:10.1016/b978-0-323-39981-4.00008-7; crossref:DOI:10.14711/thesis-991013223049203412; nih_reporter:NIH:5R01HD084430-07; nih_reporter:NIH:5R01AR078343-05,"A critical limitation for Dengue vaccines is their association with antibody-dependent enhancement, where poorly formed immune responses predispose the individual to severe disease during a second ...",,,,,True,https://clinicaltrials.gov/study/NCT04935801; PMID:38128414; https://openalex.org/W4403616812; PMID:37250153; https://openalex.org/W4384819234; PMID:36045273; https://reporter.nih.gov/search/results/?text_terms=HD+vehicle-GNP; https://reporter.nih.gov/search/results/?text_terms=LD+vehicle-GNP,clinicaltrials_gov:NCT04935801; PMID:38128414; openalex:https://doi.org/10.3389/fnano.2024.1479993; PMID:37250153; openalex:https://doi.org/10.1038/s41392-023-01557-7; PMID:36045273; nih_reporter:NIH:5R01HD084430-07; nih_reporter:NIH:5R01AR078343-05,"A critical limitation for Dengue vaccines is their association with antibody-dependent enhancement, where poorly formed immune responses predispose the individual to severe disease during a second ...",,,,
train,5c8d0aa0431a,NCT04943718,"Personalized Vaccine for Patients With Recurrent Malignant Glioma: a Single-arm, Single-center, Open-labeled Study",UNKNOWN,PHASE1,"Malignant Glioma, Recurrent Glioma",BIOLOGICAL: personalized vaccine,Other,https://clinicaltrials.gov/study/NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; PMID:38672519; PMID:36604431; https://reporter.nih.gov/search/results/?text_terms=personalized+vaccine,clinicaltrials_gov:NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; PMID:38672519; PMID:36604431; nih_reporter:NIH:5R01CA262629-05; nih_reporter:NIH:1F30CA310069-01,"BIOLOGICAL: personalized vaccine - Based on genetic and transcriptional sequencing information, personalized peptide vaccines would be designed and produced; patients would be vaccinated on day 1, ...",Injection/Infusion,https://clinicaltrials.gov/study/NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; https://reporter.nih.gov/search/results/?text_terms=personalized+vaccine,clinicaltrials_gov:NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; nih_reporter:NIH:5R01CA262629-05; nih_reporter:NIH:1F30CA310069-01,"BIOLOGICAL: personalized vaccine - Based on genetic and transcriptional sequencing information, personalized peptide vaccines would be designed and produced; patients would be vaccinated on day 1, ...",Unknown,https://clinicaltrials.gov/study/NCT04943718; PMID:38672519; PMID:36604431; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; https://reporter.nih.gov/search/results/?text_terms=personalized+vaccine,clinicaltrials_gov:NCT04943718; PMID:38672519; PMID:36604431; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; nih_reporter:NIH:5R01CA262629-05; nih_reporter:NIH:1F30CA310069-01,"BIOLOGICAL: personalized vaccine - Based on genetic and transcriptional sequencing information, personalized peptide vaccines would be designed and produced; patients would be vaccinated on day 1, ...",,https://clinicaltrials.gov/study/NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; PMID:38672519; PMID:36604431; https://reporter.nih.gov/search/results/?text_terms=personalized+vaccine,clinicaltrials_gov:NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; PMID:38672519; PMID:36604431; nih_reporter:NIH:5R01CA262629-05; nih_reporter:NIH:1F30CA310069-01,"BIOLOGICAL: personalized vaccine - Based on genetic and transcriptional sequencing information, personalized peptide vaccines would be designed and produced; patients would be vaccinated on day 1, ...",True,https://clinicaltrials.gov/study/NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; https://reporter.nih.gov/search/results/?text_terms=personalized+vaccine,clinicaltrials_gov:NCT04943718; PMID:34903219; PMID:28678784; PMID:38358762; PMID:38662361; PMID:32762871; nih_reporter:NIH:5R01CA262629-05; nih_reporter:NIH:1F30CA310069-01,"BIOLOGICAL: personalized vaccine - Based on genetic and transcriptional sequencing information, personalized peptide vaccines would be designed and produced; patients would be vaccinated on day 1, ...",,,,
